id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CLT1014,Marion,Charles,costejulie@example.net,1988-11-03,Homme,Casablanca,0668193429,2020-07-02,paid_ads
CLT1015,Blin,Hélène,adelemendes@example.com,1998-01-26,Homme,Rabat,0778418252,2023-12-31,social_media
CLT1016,Berthelot,Jules,ualexandre@example.com,1970-08-20,Homme,Tnja,0725349536,2024-05-16,referral
CLT1017,Nguyen,Alexandrie,christelle27@example.com,1979-08-08,Homme,CASABLANCA,0701828001,2023-09-08,social_media
CLT1018,Aubry,Laure,paul26@example.org,1999-06-07,female,CASABLANCA,0682840466,2023-10-02,email_campaign
CLT1019,Loiseau,Alice,rnavarro@example.org,1999-01-17,m,Tnja,0737052080,2024-05-31,paid_ads
CLT1020,Guillet,Catherine,alanglois@example.org,1970-01-16,male,tanger,0611384744,2023-11-11,organic
CLT1021,Jacques,Henri,jeannine43@example.com,1960-07-22,female,Casablanca,0735688552,2020-07-31,email_campaign
CLT1022,Marchand,Gilles,augerthierry@example.org,1995-09-13,0,tanger,0647653714,2020-02-03,email_campaign
CLT1023,Leclercq,Hugues,christinemendes@example.net,1980-04-28,h,CASABLANCA,0690536033,2020-01-11,paid_ads
CLT1024,Monnier,André,susanrobin@example.com,1978-09-13,0,FES,0642646910,2022-06-09,email_campaign
CLT1025,Hoarau,Inès,nathpinto@example.com,1986-04-16,0,RABAT,0665856926,2024-08-24,email_campaign
CLT1026,Delaunay,Christelle,wsauvage@example.com,1982-01-06,Homme,Fès,0785851050,2021-04-25,social_media
CLT1027,Poulain,Thibault,laurentrey@example.com,1962-04-29,m,meknès,0756593783,2024-02-25,social_media
CLT1028,Marin,Joseph,hlefevre@example.org,1966-02-25,1,Fès,0613677975,2024-08-01,organic
CLT1029,Fabre,Corinne,deniseperez@example.net,2005-07-20,Femme,casablanca,0642287688,2024-01-26,organic
CLT1030,Vallée,Zacharie,nicolaselisabeth@example.com,1982-07-10,Homme,Marrakech,0684787225,2023-05-15,organic
CLT1031,Guillon,Alexandre,eleonorebourdon@example.net,1959-12-04,male,Tnja,0637293072,2020-08-23,email_campaign
CLT1032,Leclerc,Valérie,bertrandboutin@example.net,1978-06-09,0,agadir,0603293276,2024-01-10,referral
CLT1033,Prévost,Antoinette,philippedeschamps@example.net,1962-03-13,f,agadir,0694351412,2022-10-29,social_media
CLT1034,Boulay,Robert,sylvie64example.net,1973-09-06,m,Tanger,0744005939,2023-06-20,paid_ads
CLT1035,Hamon,Pénélope,auroreweiss@example.org,2001-07-28,Homme,Fes,0637948977,2021-06-19,referral
CLT1036,Fontaine,Laure,danielle11@example.com,1989-12-30,h,Fès,0730121639,2023-08-15,social_media
CLT1037,Gautier,Constance,baronnicolas@example.net,1957-07-26,h,Tanger,0613576254,2020-06-30,paid_ads
CLT1038,Gonzalez,Adèle,suzannejean@example.net,2007-02-06,0,Agadir,0662390859,2022-09-15,paid_ads
CLT1039,Dupré,Marguerite,bernadette61@example.net,1982-11-18,1,marrakech,0650735418,2021-08-20,social_media
CLT1040,Perrier,Aurore,vmorin@example.net,1978-09-12,female,FES,0624175390,2023-04-22,paid_ads
CLT1041,Turpin,Virginie,jerome51@example.org,1982-05-20,Homme,Tanger,0709037497,2020-04-03,paid_ads
CLT1042,Pons,Émilie,olivie18@example.org,1981-03-12,f,TANGER,0792517475,2021-06-10,social_media
CLT1043,Marques,Hugues,anoel@example.org,1976-10-26,female,TNG,0770264214,2020-08-17,social_media
CLT1044,Robin,Jean,fgiraud@example.org,1968-06-20,Homme,TANGER,0668228856,2023-01-23,paid_ads
CLT1045,Sanchez,André,veronique70@example.net,1986-06-08,Homme,Fès,0767525313,2023-12-19,email_campaign
CLT1046,Fouquet,Anouk,mrenault@example.com,1961-05-29,m,Rabat,0601860511,2021-02-25,social_media
CLT1047,Millet,Olivie,alainpeltier@example.net,1961-05-25,f,Agadir,0711085870,2022-03-03,paid_ads
CLT1048,Maréchal,Emmanuelle,jacquetpierre@example.net,1956-11-24,Femme,TNG,0706992660,2022-07-31,paid_ads
CLT1049,Gautier,Frédéric,briandadele@example.com,1996-07-29,0,Agadir,0768925857,2023-01-31,referral
CLT1050,Fouquet,Capucine,hardyandree@example.org,1985-03-17,female,Fes,0618909495,2024-01-09,email_campaign
CLT1051,Lacombe,Julien,gabrielle29@example.com,2005-07-20,Femme,RABAT,0745105902,2024-08-31,referral
CLT1052,Pineau,Lucas,legendresuzanne@example.net,1986-07-19,m,agadir,0609624836,2021-04-14,social_media
CLT1053,Gauthier,Jean,josephbonneau@example.com,1959-03-10,0,agadir,0642729108,2022-05-15,paid_ads
CLT1054,Gauthier,Agathe,andreebernier@example.net,1962-08-27,male,Tnja,0650648992,2023-05-09,referral
CLT1055,Boyer,Marine,monnierfranck@,1965-07-25,h,agadir,0664001200,2021-02-01,organic
CLT1056,Léger,Lucas,neveusylvie@example.org,1971-02-20,m,Casablanca,0669288899,2020-09-29,paid_ads
CLT1057,Bernard,Suzanne,susanneda-costa@example.com,2002-10-24,Homme,marrakech,0773699838,2022-12-13,organic
CLT1058,De Sousa,Nathalie,iclerc@example.com,1978-05-10,Femme,TANGER,0774044007,2022-11-09,paid_ads
CLT1059,Texier,Aimé,aurore30@example.org,1976-12-05,0,Casablanca,0714848888,2020-02-03,referral
CLT1060,Pichon,François,gaudinmargot@example.com,2002-01-23,Femme,Marrakech,0650365531,2023-02-26,email_campaign
CLT1061,Hubert,Stéphane,zgosselin@example.net,1978-10-15,0,Tnja,0764569382,2024-09-06,email_campaign
CLT1062,Guillet,Laetitia,rodriguezcapucine@example.com,2003-07-31,h,FES,0747217116,2023-02-27,paid_ads
CLT1063,Hebert,Sylvie,barthelemystephane@example.org,1964-04-22,Femme,Rabat,0650863832,2024-03-08,organic
CLT1064,Pichon,Claude,lmarie@example.org,1998-05-30,Homme,TNG,0768076926,2021-06-13,referral
CLT1065,Henry,Juliette,laurence08@example.net,1996-09-29,female,Meknes,0750381642,2023-11-11,social_media
CLT1066,Bernier,Grégoire,laurencemichel@example.net,1969-04-20,0,agadir,0716392520,2022-01-11,organic
CLT1067,Leclercq,Luc,thomaslefort@example.net,1986-11-28,h,casablanca,0781860005,2022-07-03,organic
CLT1068,Lacroix,Joseph,sophie16@example.com,1987-08-10,f,marrakech,0786636572,2023-06-12,social_media
CLT1069,Fournier,Élodie,sebastienpierre@example.com,1972-04-01,m,Fes,0797628926,2024-06-19,social_media
CLT1070,Joubert,Sophie,philippegirard@example.org,1982-06-07,Femme,agadir,0671524295,2020-03-11,social_media
CLT1071,Jacob,Emmanuel,dtraore@example.net,1999-09-09,f,Tanger,0612403593,2023-02-28,referral
CLT1072,Ruiz,Suzanne,rogerbesnard@example.org,2000-11-03,h,Tanger,0661038179,2022-10-29,paid_ads
CLT1073,Clément,Marthe,jalves@example.com,1967-05-10,female,Tanger,0708799125,2022-08-12,referral
CLT1074,Cohen,Juliette,philippe20@example.net,1972-04-23,1,tanger,0607250225,2024-10-05,organic
CLT1075,Marques,Stéphane,penelope42@example.com,1955-12-14,female,Rabat,0667784930,2020-09-17,referral
CLT1076,Dumas,Paulette,pbertin@example.com,1999-08-28,f,CASABLANCA,0701332477,2024-10-31,organic
CLT1077,Samson,Stéphane,laurence18@example.org,1963-12-24,0,TANGER,0771778152,2021-11-05,organic
CLT1078,Leroy,Patrick,celinamenard@example.com,1963-05-31,male,Tnja,0746145569,2023-07-10,social_media
CLT1079,Daniel,Marine,zlegendre@example.org,2003-06-11,m,RABAT,0710236961,2024-03-04,paid_ads
CLT1080,Lefèvre,Aimée,arnaudelouis@example.org,1966-05-02,0,CASABLANCA,0771814269,2020-07-12,email_campaign
CLT1081,Torres,Monique,riouelisabethexample.net,1980-09-03,Femme,RABAT,0646305744,2023-07-22,email_campaign
CLT1082,Roy,Charlotte,etiennematthieu@example.net,1977-03-23,male,Rabat,0666505332,2020-07-28,referral
CLT1083,Joseph,Alice,chauvinphilippine@example.net,2001-09-07,f,CASABLANCA,0700318486,2023-02-19,paid_ads
CLT1084,Cousin,Jeanne,legendrepaulette@example.com,1959-11-28,Homme,Casablanca,0636928029,2023-10-28,organic
CLT1085,Descamps,Joséphine,bernadette02@example.org,1970-05-31,f,Fès,0611651604,2024-07-27,organic
CLT1086,Boyer,Jacqueline,theresemarie@example.org,1985-01-16,Homme,Oujda,0677682822,2022-03-21,organic
CLT1087,Menard,René,andree15@example.com,1959-03-24,Femme,Tnja,0660263861,2022-11-18,email_campaign
CLT1088,Mallet,Caroline,elisegillet@example.org,1982-02-22,Homme,Marrakech,0748520620,2020-03-28,email_campaign
CLT1089,Simon,Olivie,antoinevasseur@example.net,1978-08-09,0,Casablanca,0604088160,2022-09-30,referral
CLT1090,Lecoq,Adrien,alexandria06@example.com,1957-03-21,Femme,Fes,0600335635,2020-04-22,paid_ads
CLT1091,Auger,Hélène,thomasetienne@example.org,1995-01-25,1,Meknes,0698165161,2020-04-17,organic
CLT1092,Gillet,Suzanne,olemonnier@example.com,1983-06-09,m,meknès,0759036543,2020-11-29,social_media
CLT1093,Hamon,Charles,margaret60@example.com,1964-03-16,male,Casablanca,0715800163,2022-07-19,email_campaign
CLT1094,Dijoux,Yves,tlebon@example.net,1992-12-08,male,RABAT,0709100167,2024-07-26,paid_ads
CLT1095,Raymond,Nathalie,laurent40@example.org,1967-12-10,h,marrakech,0623911935,2022-05-20,social_media
CLT1096,Blanc,Charles,michelle95@example.com,1961-01-06,male,Oujda,0652233758,2022-09-25,paid_ads
CLT1097,Perrier,Alix,emiliealbert@example.net,1984-08-15,male,Fès,0704460030,2022-08-06,organic
CLT1098,Brunet,Martin,sophieweber@example.org,1988-01-24,f,agadir,0755203356,2023-05-08,organic
CLT1099,Roux,Dominique,christiane97@example.net,1963-05-07,m,Marrakech,0768964364,2023-05-09,referral
CLT1100,Dupuy,Anastasie,mariannemunoz@example.org,1962-09-29,1,Agadir,0696744831,2024-09-28,email_campaign
CLT1101,Imbert,Alex,ytexier@example.net,1998-02-17,0,Tanger,0601028970,2023-11-01,referral
CLT1102,Dupuis,Marine,antoinette85@example.org,1961-05-16,f,RABAT,0743836281,2020-03-28,organic
CLT1103,Vidal,Henriette,delmasmarc@example.org,2007-04-21,Femme,Agadir,0674723144,2020-10-27,social_media
CLT1104,Schneider,Alexandrie,valletremy@example.org,1964-09-23,h,OUJDA,0691579401,2022-10-30,paid_ads
CLT1105,Gilbert,Alexandre,margotfontaine@example.com,1957-12-13,Homme,marrakech,0601857327,2024-02-08,referral
CLT1106,Roche,Valentine,guillaume20@example.net,1987-01-07,female,agadir,0604201411,2021-05-21,email_campaign
CLT1107,Loiseau,Monique,olivie21@example.com,1963-10-08,h,FES,0670769869,2023-08-03,organic
CLT1108,Gérard,Brigitte,juliettemichaud@example.org,1981-02-24,Femme,RABAT,0644920654,2023-04-10,email_campaign
CLT1109,Klein,Louise,ahamon@example.org,2001-12-05,male,Marrakech,0734790161,2020-12-25,referral
CLT1110,Valentin,Sébastien,kroyer@example.org,1960-01-29,h,Tanger,0608147247,2020-08-19,email_campaign
CLT1111,Ferrand,Marc,francoisegarnier@example.net,1960-06-12,female,OUJDA,0776545875,2022-03-03,email_campaign
CLT1112,Vaillant,Émilie,luciecarre@example.net,1962-11-05,1,Tnja,0607934685,2023-07-25,social_media
CLT1113,Tanguy,Élisabeth,valletolivier@example.com,1994-12-29,f,tanger,0680314566,2024-04-04,paid_ads
CLT1114,Weiss,Christine,massondominique@example.net,1986-10-30,male,TANGER,0635887040,2020-04-07,email_campaign
CLT1115,Diallo,Astrid,dianebriand@example.org,1994-06-28,Femme,Fès,0744679227,2020-10-31,organic
CLT1116,Fernandez,Bernadette,qclement@example.net,1967-09-11,male,RABAT,0787022504,2024-01-18,email_campaign
CLT1117,Humbert,Anouk,vmasse@,2026-01-01,1,agadir,0691082233,2022-12-08,email_campaign
CLT1118,Masse,Adrien,bernadettegerard@example.org,1985-10-30,0,Fes,0787709509,2020-10-26,paid_ads
CLT1119,Caron,Constance,legrandaurore@example.net,1991-06-28,1,Oujda,0778025617,2023-06-02,referral
CLT1120,Ledoux,Susan,williamregnier@example.org,1996-11-24,male,marrakech,0696000900,2023-10-30,organic
CLT1121,Valette,Guy,theodorevidal@example.net,2002-02-26,male,RABAT,0694438789,2021-08-06,social_media
CLT1122,Roussel,Valentine,thibautguerin@example.com,1973-05-30,female,OUJDA,0719200652,2024-03-31,paid_ads
CLT1123,Bouchet,Corinne,alphonse27@example.net,1957-03-19,1,tanger,0628404686,2024-08-25,organic
CLT1124,Guichard,Daniel,fdumas@,2001-04-10,m,RABAT,0611157561,2024-09-27,referral
CLT1125,Albert,Martine,valetteluc@example.org,1970-12-09,m,agadir,0603263699,2024-08-01,paid_ads
CLT1126,Pasquier,Marianne,zacharieleleu@example.com,1991-03-03,Homme,agadir,0799644983,2022-07-09,referral
CLT1127,Bernard,Sabine,bernard79@example.com,1987-12-16,female,agadir,0653606355,2023-04-25,email_campaign
CLT1128,Labbé,Antoinette,leon68@example.org,1981-03-18,0,TNG,0710885760,2024-09-27,referral
CLT1129,Pineau,Maurice,ipichon@example.org,2004-01-05,h,TANGER,0631892197,2022-09-15,paid_ads
CLT1130,Pineau,Isabelle,notemail,1972-03-21,Femme,Casablanca,0755083994,2023-07-09,social_media
CLT1131,Mercier,Frédéric,guyotsophie@example.net,1997-01-23,Femme,Tnja,0619804136,2020-12-16,organic
CLT1132,Girard,Maurice,jriou@example.org,2004-01-15,h,Oujda,0633409050,2021-12-11,email_campaign
CLT1133,Ramos,Renée,andree90@example.net,1974-07-16,h,FES,0798193615,2020-06-01,paid_ads
CLT1134,Besnard,Laure,josette96@example.com,1992-11-08,f,Marrakech,0627616110,2023-04-06,email_campaign
CLT1135,Berger,Hélène,francoise75@example.org,1984-12-17,f,Rabat,0646300467,2022-03-20,paid_ads
CLT1136,Poirier,Laure,fontainephilippe@example.net,1979-03-26,m,Meknes,0732540615,2024-11-19,referral
CLT1137,Philippe,Bernard,noelle-gall@example.com,2005-03-07,0,TNG,0674133588,2021-11-03,paid_ads
CLT1138,Noël,Marc,rollandcelina@example.org,1972-06-11,f,Fes,0650127813,2021-02-07,referral
CLT1139,Joubert,Xavier,vhamon@example.com,1989-07-13,0,Casablanca,0713174093,2021-12-11,paid_ads
CLT1140,Cousin,Virginie,guilloubernard@example.com,1991-12-31,m,Casablanca,0742662543,2024-03-12,email_campaign
CLT1141,Andre,Juliette,nroux@example.org,1993-02-23,h,casablanca,0637274453,2024-10-08,paid_ads
CLT1142,Chrétien,Julie,parismichel@example.org,1995-10-06,f,meknès,0711795001,2021-12-30,referral
CLT1143,Gimenez,Benjamin,rochermarguerite@example.org,2000-08-30,m,TANGER,0608382247,2020-05-24,email_campaign
CLT1144,Bernard,Paulette,jleveque@example.org,1958-07-22,Homme,agadir,0624237069,2022-01-21,referral
CLT1145,Poulain,Jacques,diazalexandrie@example.org,1968-11-03,Homme,Fès,0709958611,2022-08-04,social_media
CLT1146,Fleury,Gérard,oschmitt@example.net,1972-10-17,1,Oujda,0611528673,2022-10-12,email_campaign
CLT1147,François,Marianne,camillegilbert@example.org,1984-09-18,Femme,OUJDA,0677836999,2022-02-24,paid_ads
CLT1148,Martins,Clémence,guilloubernard@example.com,2001-06-10,h,TNG,0606395193,2024-12-07,organic
CLT1149,Bertrand,Océane,pierremorin@example.org,2000-10-02,Homme,Fès,0784518873,2022-07-25,paid_ads
CLT1150,Pasquier,Pierre,bertrandetienne@example.com,1984-01-16,male,Casablanca,0793450178,2022-03-10,paid_ads
CLT1151,Gillet,Capucine,marquesgeorges@example.org,1970-12-10,Homme,tanger,0718491148,2023-01-12,organic
CLT1152,Simon,Emmanuelle,martinezmaggie@example.org,1977-09-18,female,Casablanca,0671224350,2020-08-29,referral
CLT1153,Leduc,Martine,courtoisyves@example.com,1998-05-01,h,Oujda,0742486142,2024-07-10,social_media
CLT1154,Gauthier,Charlotte,pierrelouise@example.net,2007-09-20,f,TNG,0699003702,2021-03-07,paid_ads
CLT1155,Marchal,Aimée,monique14@example.net,1990-02-08,female,tanger,0699539224,2023-03-28,email_campaign
CLT1156,Moulin,Anne,hrocher@example.com,1981-08-30,female,OUJDA,0713215173,2023-05-15,email_campaign
CLT1157,Henry,René,hbouvier@example.com,1981-01-29,1,OUJDA,0780722026,2024-12-09,referral
CLT1158,Marchal,Amélie,ollivierdenis@example.net,1966-09-15,Femme,OUJDA,0727089758,2023-07-02,referral
CLT1159,Chauvin,Alix,rcoste@example.com,1964-11-15,m,Oujda,0630445691,2022-09-07,paid_ads
CLT1160,Dupuis,Léon,alphonse51@example.com,1980-03-08,h,TNG,0701559991,2023-06-13,social_media
CLT1161,Hamel,Margot,notemail,1974-07-22,Femme,RABAT,0797200011,2023-09-26,email_campaign
CLT1162,Courtois,Constance,augustin09@example.com,1978-04-11,Femme,Tnja,0692423986,2020-06-05,email_campaign
CLT1163,Leblanc,Roland,julesfabre@example.net,1970-01-07,0,Agadir,0729231822,2023-10-13,paid_ads
CLT1164,Guérin,Théodore,alexandre82@example.com,1970-08-15,Femme,Agadir,0634707931,2023-01-20,referral
CLT1165,Thibault,Matthieu,renee04@example.net,1960-12-13,h,FES,0698386087,2024-03-03,paid_ads
CLT1166,Diallo,Virginie,cthierry@example.net,1993-06-09,male,meknès,0662577722,2024-09-26,referral
CLT1167,Monnier,Nicole,margot84@examplecom,2008-01-24,0,Fes,0778088175,2023-02-02,referral
CLT1168,Maréchal,Henri,larochepaulette@example.net,1985-02-05,1,agadir,0685540993,2020-01-18,organic
CLT1169,Charrier,Maryse,gle-gall@example.org,2006-04-04,0,tanger,0746239708,2023-10-16,paid_ads
CLT1170,Mary,Auguste,vjacques@example.com,1969-01-21,m,OUJDA,0672801467,2021-06-19,email_campaign
CLT1171,De Oliveira,Caroline,wgrondin@example.org,2005-06-21,Homme,TANGER,0686177226,2020-11-24,email_campaign
CLT1172,Ribeiro,Colette,ppages@example.net,1974-03-09,0,Meknes,0601137513,2024-09-01,referral
CLT1173,Boulanger,Denise,catherineclerc@example.net,1995-10-23,Homme,meknès,0661698605,2024-08-05,organic
CLT1174,Lombard,Pauline,fischerchristelle@example.org,1998-09-28,m,casablanca,0734665685,2021-12-24,social_media
CLT1175,Sauvage,Éléonore,qrenaud@example.org,1971-02-24,male,Agadir,0799352145,2024-05-16,social_media
CLT1176,Clerc,Cécile,rcoste@example.org,1984-10-26,0,TANGER,0667686653,2022-07-07,paid_ads
CLT1177,Dubois,René,emmanuel92@example.org,1964-07-24,Femme,agadir,0720971086,2024-06-01,referral
CLT1178,Lebreton,Lucy,zpoulain@example.com,1961-08-25,male,TANGER,0729142918,2020-05-30,paid_ads
CLT1179,Marques,Aurore,payetmarc@example.com,1959-07-09,h,agadir,0791969661,2020-10-07,referral
CLT1180,Carlier,Jeannine,bernardpoirier@example.org,1958-01-04,female,marrakech,0709534887,2022-12-12,social_media
CLT1181,Dupont,Madeleine,tboutin@example.net,1970-07-29,0,TNG,0668261264,2022-12-27,paid_ads
CLT1182,Mendès,Margaret,lucasthierry@example.com,1982-04-18,female,Meknes,0761563954,2022-02-20,email_campaign
CLT1183,Bailly,Michelle,de-sousabertrand@example.net,1965-05-31,0,Tanger,0623577582,2022-02-06,social_media
CLT1184,Langlois,Benjamin,antoinedelorme@example.org,1962-11-21,h,Fes,0617287759,2020-03-04,social_media
CLT1185,Bernier,Maurice,blanchetjacqueline@example.net,1962-05-19,Homme,Tnja,0653724356,2023-03-01,referral
CLT1186,Dupont,Christophe,leclercguillaume@example.com,1994-06-18,male,Rabat,0794112487,2023-12-10,email_campaign
CLT1187,Perrot,Patricia,notemail,1997-05-29,Femme,Fès,0782384273,2024-04-14,email_campaign
CLT1188,Guérin,Maryse,umorvan@example.org,1969-11-06,f,Fes,0752088625,2023-01-16,paid_ads
CLT1189,Launay,Sabine,honorelecomte@example.net,1966-09-17,male,TANGER,0704212659,2020-08-10,referral
CLT1190,Perret,Benoît,delattrephilippe@example.org,1965-12-15,Homme,RABAT,0787260299,2022-02-23,referral
CLT1191,Laine,Isaac,isabelle34@example.net,1977-05-24,Homme,TANGER,0749387661,2022-02-25,paid_ads
CLT1192,Gauthier,Arthur,wbailly@example.org,1958-09-10,1,Fès,0774163750,2022-03-12,email_campaign
CLT1193,Hubert,Rémy,da-silvaemmanuelle@example.org,1998-12-09,1,RABAT,0617031496,2020-04-04,organic
CLT1194,Chartier,Céline,anouk57@example.net,2005-09-26,h,Fes,0647252658,2021-05-05,organic
CLT1195,Costa,Guillaume,maheolivie@example.net,1987-08-29,male,Tanger,0736519143,2021-03-13,organic
CLT1196,Barbe,Élisabeth,franckallain@example.com,1956-02-05,f,tanger,0620036380,2023-09-13,social_media
CLT1197,Lemoine,Valentine,christophe36@example.org,2003-04-13,male,Agadir,0615938547,2022-12-08,referral
CLT1198,Laine,Aimée,guilbertfrancois@example.com,1957-08-09,h,Fes,0652506038,2024-09-24,paid_ads
CLT1199,Dupont,Diane,mmartel@example.org,1990-09-17,Homme,Oujda,0667163015,2020-06-20,organic
CLT1200,Dias,Raymond,bernadette33@example.org,1969-04-20,Homme,Agadir,0684413719,2021-06-13,social_media
CLT1201,Rivière,Marianne,adelelecoq@example.com,2002-07-28,f,Oujda,0704981663,2024-11-03,referral
CLT1202,Toussaint,Éléonore,carrevictor@example.net,1962-02-09,f,Fes,0649691661,2020-06-03,referral
CLT1203,Ramos,Anne,lebonmichel@example.net,1992-12-14,female,FES,0786207853,2021-09-17,paid_ads
CLT1204,Maillard,Suzanne,lperret@example.com,2005-08-09,Homme,Tanger,0758058923,2021-08-19,organic
CLT1205,Dubois,Victoire,bdumont@example.com,1984-10-03,Femme,Tanger,0691395568,2022-05-24,organic
CLT1206,Moulin,Alphonse,dfabre@example.com,1956-02-19,female,Meknes,0784470928,2021-07-28,paid_ads
CLT1207,Devaux,Frédérique,fbertin@example.org,1972-12-31,m,Oujda,0610181663,2024-06-01,referral
CLT1208,Lejeune,Zacharie,yletellier@example.net,1968-07-17,f,meknès,0665528490,2024-06-02,organic
CLT1209,Maréchal,Alice,georgesgregoire@example.org,1987-10-04,Femme,Fès,0700023738,2020-06-27,organic
CLT1210,Ferrand,Renée,nmuller@example.org,1987-09-10,Homme,Oujda,0678468932,2022-03-31,email_campaign
CLT1211,Devaux,Odette,fmasson@example.com,1989-06-12,male,Casablanca,0712903635,2020-07-25,paid_ads
CLT1212,Tessier,Jacqueline,weberbenoit@example.com,1968-05-23,m,Casablanca,0714561168,2023-12-11,email_campaign
CLT1213,Dufour,Marthe,bjoseph@example.org,1983-02-05,male,CASABLANCA,0686848470,2020-10-16,referral
CLT1214,Lenoir,Benoît,francoisegarnier@example.net,1962-08-12,female,Agadir,0703387478,2020-11-26,social_media
CLT1215,Mary,Marc,notemail,1980-11-27,f,TNG,0703894439,2023-02-05,email_campaign
CLT1216,Laurent,Luc,yjean@example.org,1989-09-21,1,Casablanca,0657671848,2024-01-08,referral
CLT1217,Bertin,Aimé,ericlevy@example.org,1973-02-20,male,TANGER,0721565376,2024-09-18,email_campaign
CLT1218,Toussaint,Manon,aimee61@example.org,2001-09-03,female,TANGER,0683223296,2020-06-22,organic
CLT1219,Simon,Yves,cecileantoine@example.org,1995-01-31,h,Tnja,0779654633,2022-01-24,social_media
CLT1220,De Sousa,Sophie,pierre44@example.org,1967-08-13,h,marrakech,0682234928,2021-04-25,organic
CLT1221,Henry,Émilie,obarbe@example.org,1971-09-28,Femme,Oujda,0723576829,2020-04-03,paid_ads
CLT1222,Ribeiro,Gérard,dorotheegerard@example.net,1961-05-09,m,Fes,0705516948,2021-06-07,referral
CLT1223,Lacroix,Alphonse,bleclercq@example.net,1983-10-28,m,RABAT,0768235815,2023-01-30,referral
CLT1224,Carre,Renée,garciacaroline@example.com,1964-09-07,m,OUJDA,0766038938,2024-12-02,email_campaign
CLT1225,Lelièvre,Laurence,delannoyhelene@example.com,1966-12-03,0,Fes,0737557669,2023-10-05,paid_ads
CLT1226,Teixeira,Dorothée,kcouturier@example.org,1987-11-15,1,Fès,0719688801,2022-08-07,organic
CLT1227,Lefort,Patricia,guilbertbenjamin@example.org,1965-03-22,Homme,Casablanca,0675943462,2021-09-14,email_campaign
CLT1228,Bousquet,Antoine,dumasgilbert@example.net,1965-10-20,h,Agadir,0691891366,2023-02-01,paid_ads
CLT1229,Lebreton,Michel,francois92@example.com,1990-02-04,male,Meknes,0723631267,2021-10-19,social_media
CLT1230,Blot,Guy,philippineschmitt@example.net,2005-08-24,male,marrakech,0792259983,2022-12-24,paid_ads
CLT1231,Blot,Valérie,celina86@example.com,1980-02-02,0,Oujda,0675739974,2022-11-17,social_media
CLT1232,Guillaume,Gilles,qvallee@example.org,2001-05-28,0,Agadir,0758450835,2021-05-29,social_media
CLT1233,Baudry,Élise,fauremichelle@example.com,2005-07-25,male,Tnja,0667977732,2024-08-17,referral
CLT1234,Raynaud,Timothée,celine72@example.com,1973-06-24,male,Tnja,0758548689,2024-03-28,email_campaign
CLT1235,Boulay,Christiane,jdiallo@example.net,2005-01-24,Homme,TNG,0740540239,2022-03-11,paid_ads
CLT1236,Lefebvre,Michelle,francoise41@example.com,1982-07-05,f,Oujda,0692114366,2022-05-09,referral
CLT1237,Sauvage,Cécile,paulette24@example.com,2006-03-06,Femme,Marrakech,0719930018,2024-06-08,email_campaign
CLT1238,Lejeune,Laurent,catherine71@example.com,1968-01-05,0,Marrakech,0758248394,2020-10-27,paid_ads
CLT1239,Berger,Augustin,brigitte68@example.com,2006-04-16,f,meknès,0742460394,2023-06-04,email_campaign
CLT1240,Rousset,Lucas,marcel17@example.net,1989-04-07,1,marrakech,0717466552,2021-07-03,organic
CLT1241,Chauvin,Valérie,costaalix@example.com,1977-09-13,0,Rabat,0665385936,2020-12-17,email_campaign
CLT1242,Couturier,Philippe,adrien72example.com,2000-08-10,0,RABAT,0716856378,2024-10-13,organic
CLT1243,Mace,Victor,eric38@example.com,2000-09-29,h,casablanca,0750598312,2020-12-27,email_campaign
CLT1244,Riou,Thibaut,zschneider@example.org,2005-06-05,female,Tanger,0685210701,2022-06-26,email_campaign
CLT1245,Rossi,François,edouard83@example.com,1984-01-19,Femme,CASABLANCA,0653890260,2023-02-08,organic
CLT1246,Dumont,Paul,jlaporte@example.net,1977-12-21,0,tanger,0686974639,2021-05-05,email_campaign
CLT1247,Étienne,Suzanne,meyerluc@example.net,1964-09-15,f,TNG,0698352718,2022-12-16,social_media
CLT1248,Boyer,Eugène,jeannineruiz@,1974-03-02,male,Fès,0700486429,2022-09-01,organic
CLT1249,Benoit,Timothée,jroux@example.org,1974-11-02,1,Fes,0777342739,2023-01-30,email_campaign
CLT1250,Brun,Paulette,theodore69@example.com,1986-01-09,m,Rabat,0751100352,2020-03-27,paid_ads
CLT1251,Gomez,Joseph,xdaniel@example.com,1958-06-21,h,Tnja,0730634032,2020-04-05,paid_ads
CLT1252,Marion,Corinne,bretonthibault@example.com,1971-04-18,m,Agadir,0787538478,2020-02-14,social_media
CLT1253,Petit,Corinne,victoiremaillot@example.org,2001-07-03,f,tanger,0675662919,2020-11-07,paid_ads
CLT1254,Perrier,Sabine,joseph11@examplecom,1972-09-03,m,Casablanca,0682073304,2021-11-17,referral
CLT1255,Hardy,Marcelle,stephanie45@example.net,1981-04-22,Femme,OUJDA,0778283114,2023-12-14,paid_ads
CLT1256,Teixeira,Agathe,drousseau@exampleorg,1976-07-08,1,meknès,0755813617,2024-03-31,email_campaign
CLT1257,Peltier,André,jeanne01@example.org,2006-01-18,Femme,agadir,0690627686,2024-05-23,organic
CLT1258,Turpin,Jeanne,ferrandthierry@example.com,1974-12-14,m,Agadir,0744984838,2024-09-08,referral
